Designator,Mid X,Mid Y,Layer,Rotation
C1,14.986,2.032,TOP,0
C4,14.986,12.192,TOP,0
C5,14.986,9.652,TOP,0
GPIO0_LED,5.08,20.32,TOP,90
J1,8.89,3.3695,TOP,0
PWR_LED,2.54,20.32,TOP,90
Q2,2.794,4.953,TOP,270
Q3,2.794,11.43,TOP,270
R1,10.16,16.51,TOP,90
R2,2.794,2.032,TOP,0
R3,2.794,8.509,TOP,0
R4,7.62,16.51,TOP,90
R5,5.08,16.51,TOP,90
R6,2.54,16.51,TOP,90
R11,12.7,16.51,TOP,90
REG,14.986,5.842,TOP,0
RESET_LED,7.62,20.32,TOP,90
RX_LED,10.16,20.32,TOP,90
TX_LED,12.7,20.32,TOP,90
U1,8.89,9.652,TOP,0
